counter,phone_counter,userID,timestamp,taskSessionID,downTimestamp,timeOnScreen,isValid,downX,downY,upTimestamp,upX,upY,pressure,areaSize,tapHalf
52848,2360,peppapig,1570452751,5,82785969,143,1,1281.0,433.0,82786112,1263.0,459.0,0.619608,0.0,1
52849,2361,peppapig,1570452751,5,82786088,95,1,723.0,551.0,82786183,723.0,551.0,0.741176,0.0,0
52850,2362,peppapig,1570452751,5,82786195,143,1,1212.0,454.0,82786338,1212.0,454.0,0.796079,0.0,1
52851,2363,peppapig,1570452751,5,82786326,95,1,715.0,551.0,82786421,715.0,551.0,0.803922,0.0,0
52852,2364,peppapig,1570452751,5,82786456,120,1,1260.0,490.0,82786576,1260.0,486.0,0.866667,0.0,1
52853,2365,peppapig,1570452751,5,82786564,95,1,763.0,586.0,82786659,763.0,586.0,0.811765,0.0,0
52854,2366,peppapig,1570452751,5,82786683,130,1,1274.0,479.0,82786813,1274.0,479.0,0.682353,0.0,1
52855,2367,peppapig,1570452751,5,82786813,107,1,760.0,564.0,82786920,760.0,564.0,0.819608,0.0,0
52856,2368,peppapig,1570452752,5,82786944,119,1,1245.0,480.0,82787063,1245.0,480.0,0.737255,0.0,1
52857,2369,peppapig,1570452752,5,82787086,119,1,712.0,675.0,82787205,699.0,681.0,0.611765,0.0,0
52858,2370,peppapig,1570452752,5,82787241,95,1,1280.0,619.0,82787336,1279.0,603.0,0.376471,0.0,1
52859,2371,peppapig,1570452752,5,82787360,95,1,829.0,638.0,82787455,829.0,638.0,0.584314,0.0,0
52860,2372,peppapig,1570452752,5,82787514,84,1,1245.0,605.0,82787598,1245.0,605.0,0.556863,0.0,1
52861,2373,peppapig,1570452752,5,82787598,71,1,867.0,637.0,82787669,867.0,637.0,0.611765,0.0,0
52862,2374,peppapig,1570452752,5,82787705,107,1,1197.0,568.0,82787812,1197.0,568.0,0.509804,0.0,1
52863,2375,peppapig,1570452752,5,82787812,47,1,849.0,613.0,82787859,849.0,613.0,0.513726,0.0,0
52864,2376,peppapig,1570452753,5,82787954,48,1,1278.0,378.0,82788002,1278.0,378.0,0.486275,0.0,1
52865,2377,peppapig,1570452753,5,82788002,83,1,831.0,476.0,82788085,831.0,476.0,0.603922,0.0,0
52866,2378,peppapig,1570452753,5,82788156,107,1,1274.0,470.0,82788263,1274.0,470.0,0.631373,0.0,1
52867,2379,peppapig,1570452753,5,82788251,131,1,826.0,530.0,82788382,824.0,550.0,0.592157,0.0,0
52868,2380,peppapig,1570452753,5,82788382,166,1,1231.0,562.0,82788548,1231.0,562.0,0.603922,0.0,1
52869,2381,peppapig,1570452753,5,82788525,95,1,835.0,605.0,82788620,835.0,605.0,0.568627,0.0,0
52870,2382,peppapig,1570452753,5,82788643,108,1,1179.0,614.0,82788751,1212.0,590.0,0.619608,0.0,1
52871,2383,peppapig,1570452753,5,82788739,95,1,812.0,688.0,82788834,746.0,645.0,0.623529,0.0,0
52872,2384,peppapig,1570452753,5,82788869,96,1,1190.0,589.0,82788965,1227.0,591.0,0.384314,0.0,1
52873,2385,peppapig,1570452754,5,82788965,83,1,769.0,717.0,82789048,769.0,717.0,0.647059,0.0,0
52874,2386,peppapig,1570452754,5,82789083,120,1,1266.0,672.0,82789203,1266.0,672.0,0.584314,0.0,1
52875,2387,peppapig,1570452754,5,82789155,95,1,780.0,682.0,82789250,780.0,682.0,0.623529,0.0,0
52876,2388,peppapig,1570452754,5,82789500,119,1,1259.0,608.0,82789619,1250.0,594.0,0.337255,0.0,1
52877,2389,peppapig,1570452754,5,82789619,95,1,729.0,711.0,82789714,729.0,711.0,0.682353,0.0,0
52878,2390,peppapig,1570452754,5,82789762,83,1,1262.0,654.0,82789845,1262.0,654.0,0.713726,0.0,1
52879,2391,peppapig,1570452754,5,82789833,83,1,765.0,749.0,82789916,765.0,749.0,0.623529,0.0,0
52880,2392,peppapig,1570452755,5,82789963,96,1,1212.0,699.0,82790059,1212.0,699.0,0.666667,0.0,1
52881,2393,peppapig,1570452755,5,82790047,130,1,783.0,770.0,82790177,783.0,770.0,0.647059,0.0,0
52882,2394,peppapig,1570452755,5,82790189,131,1,1244.0,723.0,82790320,1253.0,721.0,0.686275,0.0,1
52883,2395,peppapig,1570452755,5,82790308,95,1,737.0,774.0,82790403,737.0,774.0,0.65098,0.0,0
52884,2396,peppapig,1570452755,5,82790438,120,1,1230.0,759.0,82790558,1247.0,743.0,0.619608,0.0,1
52885,2397,peppapig,1570452755,5,82790534,83,1,708.0,791.0,82790617,708.0,791.0,0.631373,0.0,0
52886,2398,peppapig,1570452755,5,82790665,118,1,1252.0,734.0,82790783,1252.0,734.0,0.682353,0.0,1
52887,2399,peppapig,1570452755,5,82790783,108,1,755.0,808.0,82790891,755.0,808.0,0.686275,0.0,0
52888,2400,peppapig,1570452756,5,82790914,107,1,1306.0,659.0,82791021,1306.0,659.0,0.666667,0.0,1
52889,2401,peppapig,1570452756,5,82791009,95,1,763.0,755.0,82791104,763.0,755.0,0.658824,0.0,0
52890,2402,peppapig,1570452756,5,82791163,72,1,1261.0,660.0,82791235,1261.0,660.0,0.658824,0.0,1
52891,2403,peppapig,1570452756,5,82791223,83,1,799.0,736.0,82791306,799.0,736.0,0.584314,0.0,0
52892,2404,peppapig,1570452756,5,82791377,108,1,1289.0,608.0,82791485,1285.0,603.0,0.47451,0.0,1
52893,2405,peppapig,1570452756,5,82791473,107,1,794.0,625.0,82791580,794.0,625.0,0.666667,0.0,0
52894,2406,peppapig,1570452756,5,82791603,155,1,1221.0,642.0,82791758,1288.0,658.0,0.392157,0.0,1
52895,2407,peppapig,1570452756,5,82791734,107,1,771.0,654.0,82791841,771.0,654.0,0.658824,0.0,0
52896,2408,peppapig,1570452757,5,82791865,131,1,1273.0,696.0,82791996,1269.0,696.0,0.619608,0.0,1
52897,2409,peppapig,1570452757,5,82791984,107,1,805.0,705.0,82792091,805.0,705.0,0.666667,0.0,0
52898,2410,peppapig,1570452757,5,82792102,131,1,1239.0,726.0,82792233,1239.0,726.0,0.639216,0.0,1
52899,2411,peppapig,1570452757,5,82792221,83,1,761.0,711.0,82792304,761.0,711.0,0.647059,0.0,0
52900,2412,peppapig,1570452757,5,82792364,83,1,1273.0,618.0,82792447,1273.0,618.0,0.564706,0.0,1
52901,2413,peppapig,1570452757,5,82792412,142,1,692.0,594.0,82792554,687.0,610.5,0.564706,0.0,0
52902,2414,peppapig,1570452757,5,82792602,131,1,1317.0,543.0,82792733,1317.0,543.0,0.682353,0.0,1
52903,2415,peppapig,1570452757,5,82792733,94,1,764.0,632.0,82792827,764.0,632.0,0.666667,0.0,0
52904,2416,peppapig,1570452758,5,82792863,119,1,1282.0,603.0,82792982,1293.0,603.0,0.658824,0.0,1
52905,2417,peppapig,1570452758,5,82792970,107,1,734.0,663.0,82793077,734.0,663.0,0.611765,0.0,0
52906,2418,peppapig,1570452758,5,82793101,95,1,1326.0,596.0,82793196,1326.0,596.0,0.658824,0.0,1
52907,2419,peppapig,1570452758,5,82793196,95,1,727.0,639.0,82793291,727.0,639.0,0.666667,0.0,0
52908,2420,peppapig,1570452758,5,82793326,108,1,1294.0,567.0,82793434,1294.0,567.0,0.65098,0.0,1
52909,2421,peppapig,1570452758,5,82793422,95,1,741.0,618.0,82793517,741.0,618.0,0.631373,0.0,0
52910,2422,peppapig,1570452758,5,82793564,95,1,1236.0,590.0,82793659,1236.0,590.0,0.584314,0.0,1
52911,2423,peppapig,1570452758,5,82793659,95,1,781.0,565.0,82793754,760.0,571.0,0.647059,0.0,0
52912,2424,peppapig,1570452758,5,82793802,107,1,1152.0,618.0,82793909,1152.0,618.0,0.619608,0.0,1
52913,2425,peppapig,1570452759,5,82793897,83,1,711.0,640.0,82793980,711.0,640.0,0.647059,0.0,0
52914,2426,peppapig,1570452759,5,82794016,95,1,1177.0,609.0,82794111,1177.0,609.0,0.639216,0.0,1
52915,2427,peppapig,1570452759,5,82794111,71,1,715.0,621.0,82794182,715.0,621.0,0.682353,0.0,0
52916,2428,peppapig,1570452759,5,82794230,107,1,1195.0,630.0,82794337,1195.0,630.0,0.623529,0.0,1
52917,2429,peppapig,1570452759,5,82794325,107,1,758.0,622.0,82794432,735.0,614.0,0.592157,0.0,0
52918,2430,peppapig,1570452759,5,82794456,107,1,1183.0,614.0,82794563,1183.0,614.0,0.592157,0.0,1
52919,2431,peppapig,1570452759,5,82794563,95,1,742.0,612.0,82794658,742.0,612.0,0.658824,0.0,0
52920,2432,peppapig,1570452759,5,82794681,131,1,1195.0,622.0,82794812,1195.0,616.0,0.364706,0.0,1
52921,2433,peppapig,1570452759,5,82794800,95,1,748.0,632.0,82794895,748.0,632.0,0.647059,0.0,0
52922,2434,peppapig,1570452760,5,82794919,119,1,1225.0,637.0,82795038,1225.0,637.0,0.713726,0.0,1
52923,2435,peppapig,1570452760,5,82795026,95,1,725.0,656.0,82795121,725.0,656.0,0.658824,0.0,0
52924,2436,peppapig,1570452760,5,82795133,143,1,1174.0,645.0,82795276,1170.0,643.0,0.341176,0.0,1
52925,2437,peppapig,1570452760,5,82795240,122,1,707.0,673.0,82795362,707.0,673.0,0.701961,0.0,0
52926,2438,peppapig,1570452760,5,82795383,119,1,1231.0,587.0,82795502,1227.0,589.0,0.803922,0.0,1
52927,2439,peppapig,1570452760,5,82795466,95,1,712.0,674.0,82795561,712.0,674.0,0.709804,0.0,0
52928,2440,peppapig,1570452760,5,82795597,95,1,1343.0,539.0,82795692,1343.0,539.0,0.729412,0.0,1
52929,2441,peppapig,1570452760,5,82795692,119,1,772.0,626.0,82795811,772.0,626.0,0.682353,0.0,0
52930,2442,peppapig,1570452760,5,82795834,108,1,1337.0,539.0,82795942,1337.0,539.0,0.823529,0.0,1
52931,2443,peppapig,1570452761,5,82795942,131,1,753.0,579.0,82796073,778.0,571.0,0.67451,0.0,0
52932,2444,peppapig,1570452761,5,82796084,131,1,1331.0,531.0,82796215,1321.0,525.0,0.619608,0.0,1
52933,2445,peppapig,1570452761,5,82796203,107,1,751.0,578.0,82796310,751.0,578.0,0.67451,0.0,0
52934,2446,peppapig,1570452761,5,82796357,95,1,1265.0,539.0,82796452,1265.0,539.0,0.666667,0.0,1
52935,2447,peppapig,1570452761,5,82796452,119,1,782.0,581.0,82796571,782.0,581.0,0.647059,0.0,0
52936,2448,peppapig,1570452761,5,82796595,143,1,1208.0,607.0,82796738,1230.08,603.768,0.647059,0.0,1
52937,2449,peppapig,1570452761,5,82796714,107,1,766.0,587.0,82796821,766.0,587.0,0.65098,0.0,0
52938,2450,peppapig,1570452761,5,82796857,95,1,1199.0,602.0,82796952,1199.0,602.0,0.458824,0.0,1
52939,2451,peppapig,1570452762,5,82796952,178,1,726.0,626.0,82797130,726.0,626.0,0.647059,0.0,0
52940,2452,peppapig,1570452762,5,82797106,107,1,1223.0,559.0,82797213,1223.0,559.0,0.619608,0.0,1
52941,2453,peppapig,1570452762,5,82797154,130,1,742.0,639.0,82797284,742.0,639.0,0.466667,0.0,0
52942,2454,peppapig,1570452762,5,82797332,95,1,1263.0,613.0,82797427,1263.0,613.0,0.67451,0.0,1
52943,2455,peppapig,1570452762,5,82797427,107,1,813.0,633.0,82797534,813.0,633.0,0.592157,0.0,0
52944,2456,peppapig,1570452762,5,82797569,119,1,1210.0,644.0,82797688,1265.69,663.943,0.34902,0.0,1
52945,2457,peppapig,1570452762,5,82797688,84,1,791.0,617.0,82797772,791.0,617.0,0.666667,0.0,0
52946,2458,peppapig,1570452762,5,82797831,83,1,1218.0,673.0,82797914,1238.0,674.0,0.556863,0.0,1
52947,2459,peppapig,1570452763,5,82797903,94,1,740.0,627.0,82797997,720.0,674.0,0.596078,0.0,0
52948,2460,peppapig,1570452763,5,82798045,95,1,1247.0,633.0,82798140,1247.0,633.0,0.564706,0.0,1
52949,2461,peppapig,1570452763,5,82798140,119,1,736.0,694.0,82798259,708.725,732.879,0.639216,0.0,0
52950,2462,peppapig,1570452763,5,82798271,119,1,1192.0,633.0,82798390,1187.0,632.0,0.639216,0.0,1
52951,2463,peppapig,1570452763,5,82798378,95,1,694.0,690.0,82798473,694.0,690.0,0.623529,0.0,0
52952,2464,peppapig,1570452763,5,82798497,107,1,1161.0,700.0,82798604,1177.0,699.0,0.619608,0.0,1
52953,2465,peppapig,1570452763,5,82798604,71,1,728.0,671.0,82798675,728.0,671.0,0.65098,0.0,0
52954,2466,peppapig,1570452763,5,82798735,118,1,1286.0,660.0,82798853,1245.17,674.65,0.666667,0.0,1
52955,2467,peppapig,1570452763,5,82798853,119,1,717.0,711.0,82798972,703.0,686.0,0.619608,0.0,0
52956,2468,peppapig,1570452764,5,82798984,131,1,1289.0,653.0,82799115,1237.0,700.0,0.67451,0.0,1
52957,2469,peppapig,1570452764,5,82799103,71,1,747.0,766.0,82799174,747.0,766.0,0.611765,0.0,0
52958,2470,peppapig,1570452764,5,82799210,119,1,1213.0,731.0,82799329,1213.0,731.0,0.584314,0.0,1
52959,2471,peppapig,1570452764,5,82799317,96,1,772.0,732.0,82799413,706.0,693.0,0.639216,0.0,0
52960,2472,peppapig,1570452764,5,82799377,131,0,289.0,1027.0,82799508,154.0,1068.0,0.521569,0.0,0
52961,2473,peppapig,1570452764,5,82799508,119,1,1084.0,521.0,82799627,1104.0,535.0,0.666667,0.0,1
52962,2474,peppapig,1570452764,5,82799556,119,1,649.0,710.0,82799675,654.0,721.0,0.682353,0.0,0
52963,2475,peppapig,1570452764,5,82799710,132,1,1249.0,530.0,82799842,1189.0,717.0,0.737255,0.0,1
52964,2476,peppapig,1570452764,5,82799818,95,1,773.0,657.0,82799913,721.0,622.0,0.666667,0.0,0
52965,2477,peppapig,1570452765,5,82799937,119,1,1168.0,546.0,82800056,1168.0,546.0,0.384314,0.0,1
52966,2478,peppapig,1570452765,5,82800056,83,1,689.0,612.0,82800139,689.0,612.0,0.737255,0.0,0
52967,2479,peppapig,1570452765,5,82800162,108,1,1165.0,547.0,82800270,1165.0,547.0,0.819608,0.0,1
52968,2480,peppapig,1570452765,5,82800270,71,1,713.0,638.0,82800341,713.0,638.0,0.721569,0.0,0
52969,2481,peppapig,1570452765,5,82800376,108,1,1260.0,552.0,82800484,1242.0,554.0,0.439216,0.0,1
52970,2482,peppapig,1570452765,5,82800484,107,1,769.0,623.0,82800591,769.0,623.0,0.729412,0.0,0
52971,2483,peppapig,1570452765,5,82800626,95,1,1343.0,601.0,82800721,1340.41,621.481,0.819608,0.0,1
52972,2484,peppapig,1570452765,5,82800721,131,1,862.0,699.0,82800852,850.0,686.0,0.647059,0.0,0
52973,2485,peppapig,1570452766,5,82800864,142,1,1359.0,607.0,82801006,1352.0,597.0,0.831373,0.0,1
52974,2486,peppapig,1570452766,5,82800986,104,1,782.0,693.0,82801090,782.0,693.0,0.721569,0.0,0
52975,2487,peppapig,1570452766,5,82801125,119,1,1323.0,750.0,82801244,1275.0,766.0,0.721569,0.0,1
52976,2488,peppapig,1570452766,5,82801351,24,0,1243.0,650.0,82801375,1243.0,650.0,0.494118,0.0,1
52977,2489,peppapig,1570452766,5,82801315,143,1,741.0,650.0,82801458,741.0,650.0,0.666667,0.0,0
52978,2490,peppapig,1570452766,5,82801517,96,1,1316.0,645.0,82801613,1293.0,658.0,0.729412,0.0,1
52979,2491,peppapig,1570452766,5,82801613,94,1,805.0,703.0,82801707,805.0,703.0,0.686275,0.0,0
52980,2492,peppapig,1570452766,5,82801731,155,1,1281.0,701.0,82801886,1280.0,706.0,0.741176,0.0,1
52981,2493,peppapig,1570452766,5,82801862,96,1,840.0,701.0,82801958,840.0,701.0,0.694118,0.0,0
52982,2494,peppapig,1570452767,5,82802017,95,1,1254.0,671.0,82802112,1234.3,689.557,0.713726,0.0,1
52983,2495,peppapig,1570452767,5,82802112,95,1,795.0,735.0,82802207,795.0,735.0,0.47451,0.0,0
52984,2496,peppapig,1570452767,5,82802242,96,1,1262.0,684.0,82802338,1262.0,684.0,0.741176,0.0,1
52985,2497,peppapig,1570452767,5,82802349,83,1,813.0,714.0,82802432,813.0,714.0,0.721569,0.0,0
52986,2498,peppapig,1570452767,5,82802480,107,1,1280.0,650.0,82802587,1280.0,650.0,0.768628,0.0,1
52987,2499,peppapig,1570452767,5,82802587,72,1,818.0,709.0,82802659,818.0,709.0,0.709804,0.0,0
52988,2500,peppapig,1570452767,5,82802706,108,1,1269.0,647.0,82802814,1269.0,647.0,0.792157,0.0,1
52989,2501,peppapig,1570452767,5,82802814,118,1,812.0,707.0,82802932,812.0,707.0,0.721569,0.0,0
52990,2502,peppapig,1570452768,5,82802932,154,1,1279.0,639.0,82803086,1279.0,639.0,0.768628,0.0,1
52991,2503,peppapig,1570452768,5,82803086,95,1,768.0,656.0,82803181,768.0,656.0,0.792157,0.0,0
52992,2504,peppapig,1570452768,5,82803217,119,1,1306.0,600.0,82803336,1306.0,600.0,0.784314,0.0,1
52993,2505,peppapig,1570452768,5,82803328,91,1,788.0,668.0,82803419,788.0,668.0,0.631373,0.0,0
52994,2506,peppapig,1570452768,5,82803431,154,1,1303.0,607.0,82803585,1296.0,613.642,0.784314,0.0,1
52995,2507,peppapig,1570452768,5,82803562,95,1,805.0,656.0,82803657,805.0,656.0,0.701961,0.0,0
52996,2508,peppapig,1570452768,5,82803692,119,1,1347.0,610.0,82803811,1335.0,613.0,0.737255,0.0,1
52997,2509,peppapig,1570452768,5,82803800,83,1,799.0,664.0,82803883,799.0,664.0,0.713726,0.0,0
52998,2510,peppapig,1570452769,5,82803918,107,1,1335.0,624.0,82804025,1323.0,624.0,0.764706,0.0,1
52999,2511,peppapig,1570452769,5,82804014,83,1,818.0,688.0,82804097,818.0,688.0,0.682353,0.0,0
53000,2512,peppapig,1570452769,5,82804120,155,1,1312.0,621.0,82804275,1306.0,628.0,0.768628,0.0,1
53001,2513,peppapig,1570452769,5,82804263,83,1,797.0,650.0,82804346,797.0,650.0,0.741176,0.0,0
53002,2514,peppapig,1570452769,5,82804405,107,1,1304.0,608.0,82804512,1292.0,604.0,0.784314,0.0,1
53003,2515,peppapig,1570452769,5,82804489,95,1,808.0,672.0,82804584,808.0,672.0,0.65098,0.0,0
53004,2516,peppapig,1570452769,5,82804619,131,1,1268.0,583.0,82804750,1252.0,585.0,0.721569,0.0,1
53005,2517,peppapig,1570452769,5,82804726,108,1,779.0,684.0,82804834,779.0,684.0,0.686275,0.0,0
53006,2518,peppapig,1570452770,5,82804870,107,1,1238.0,599.0,82804977,1238.0,599.0,0.741176,0.0,1
53007,2519,peppapig,1570452770,5,82804965,83,1,772.0,667.0,82805048,772.0,667.0,0.682353,0.0,0
53008,2520,peppapig,1570452770,5,82805084,131,1,1227.0,621.0,82805215,1222.0,633.0,0.709804,0.0,1
53009,2521,peppapig,1570452770,5,82805215,107,1,773.0,661.0,82805322,773.0,661.0,0.694118,0.0,0
53010,2522,peppapig,1570452770,5,82805369,107,1,1207.0,559.0,82805476,1207.0,559.0,0.67451,0.0,1
53011,2523,peppapig,1570452770,5,82805488,95,1,803.0,648.0,82805583,803.0,648.0,0.619608,0.0,0
53012,2524,peppapig,1570452770,5,82805618,131,1,1252.0,636.0,82805749,1252.0,636.0,0.701961,0.0,1
53013,2525,peppapig,1570452770,5,82805738,83,1,794.0,692.0,82805821,794.0,692.0,0.666667,0.0,0
53014,2526,peppapig,1570452771,5,82805916,71,1,1243.0,618.0,82805987,1243.0,618.0,0.67451,0.0,1
53015,2527,peppapig,1570452771,5,82805987,83,1,776.0,654.0,82806070,758.0,653.0,0.694118,0.0,0
53016,2528,peppapig,1570452771,5,82806130,107,1,1234.0,597.0,82806237,1234.0,597.0,0.737255,0.0,1
53017,2529,peppapig,1570452771,5,82806225,83,1,772.0,666.0,82806308,772.0,666.0,0.67451,0.0,0
53018,2530,peppapig,1570452771,5,82806367,107,1,1266.0,589.0,82806474,1266.0,589.0,0.682353,0.0,1
53019,2531,peppapig,1570452771,5,82806462,95,1,810.0,682.0,82806557,810.0,682.0,0.666667,0.0,0
53020,2532,peppapig,1570452771,5,82806605,119,1,1279.0,604.0,82806724,1279.0,604.0,0.729412,0.0,1
53021,2533,peppapig,1570452771,5,82806724,95,1,800.0,666.0,82806819,800.0,666.0,0.721569,0.0,0
53022,2534,peppapig,1570452772,5,82806890,107,1,1275.0,596.0,82806997,1275.0,596.0,0.564706,0.0,1
53023,2535,peppapig,1570452772,5,82806997,83,1,796.0,705.0,82807080,796.0,705.0,0.631373,0.0,0
53024,2536,peppapig,1570452772,5,82807139,84,1,1300.0,593.0,82807223,1300.0,593.0,0.737255,0.0,1
53025,2537,peppapig,1570452772,5,82807223,118,1,823.0,684.0,82807341,823.0,684.0,0.682353,0.0,0
53026,2538,peppapig,1570452772,5,82807401,107,1,1319.0,614.0,82807508,1314.0,616.0,0.74902,0.0,1
53027,2539,peppapig,1570452772,5,82807484,83,1,826.0,699.0,82807567,826.0,699.0,0.647059,0.0,0
53028,2540,peppapig,1570452772,5,82807627,119,1,1292.0,628.0,82807746,1292.0,628.0,0.737255,0.0,1
53029,2541,peppapig,1570452772,5,82807746,130,1,809.0,699.0,82807876,809.0,699.0,0.686275,0.0,0
53030,2542,peppapig,1570452773,5,82807912,107,1,1333.0,642.0,82808019,1305.0,625.0,0.321569,0.0,1
53031,2543,peppapig,1570452773,5,82808007,107,1,767.0,679.0,82808114,767.0,679.0,0.682353,0.0,0
53032,2544,peppapig,1570452773,5,82808150,154,1,1268.0,654.0,82808304,1268.0,654.0,0.721569,0.0,1
53033,2545,peppapig,1570452773,5,82808293,118,1,760.0,702.0,82808411,760.0,702.0,0.737255,0.0,0
53034,2546,peppapig,1570452773,5,82808458,108,1,1273.0,640.0,82808566,1273.0,640.0,0.737255,0.0,1
53035,2547,peppapig,1570452773,5,82808542,83,1,784.0,705.0,82808625,784.0,705.0,0.639216,0.0,0
53036,2548,peppapig,1570452773,5,82808673,130,1,1264.0,669.0,82808803,1259.54,674.0,0.756863,0.0,1
53037,2549,peppapig,1570452773,5,82808768,107,1,770.0,731.0,82808875,770.0,731.0,0.67451,0.0,0
53038,2550,peppapig,1570452774,5,82808910,131,1,1276.0,680.0,82809041,1269.51,680.0,0.509804,0.0,1
53039,2551,peppapig,1570452774,5,82809017,95,1,787.0,713.0,82809112,787.0,713.0,0.686275,0.0,0
53040,2552,peppapig,1570452774,5,82809148,131,1,1266.0,673.0,82809279,1266.0,673.0,0.729412,0.0,1
53041,2553,peppapig,1570452774,5,82809279,130,1,775.0,690.0,82809409,775.0,690.0,0.611765,0.0,0
53042,2554,peppapig,1570452774,5,82809445,143,1,1268.0,644.0,82809588,1264.0,645.0,0.721569,0.0,1
53043,2555,peppapig,1570452774,5,82809552,95,1,756.0,667.0,82809647,756.0,667.0,0.686275,0.0,0
53044,2556,peppapig,1570452774,5,82809695,119,1,1295.0,655.0,82809814,1295.0,655.0,0.682353,0.0,1
53045,2557,peppapig,1570452774,5,82809814,154,1,787.0,689.0,82809968,787.0,689.0,0.466667,0.0,0
53046,2558,peppapig,1570452775,5,82809980,131,1,1251.0,652.0,82810111,1251.0,652.0,0.686275,0.0,1
53047,2559,peppapig,1570452775,5,82810099,95,1,772.0,673.0,82810194,772.0,673.0,0.592157,0.0,0
53048,2560,peppapig,1570452775,5,82810229,131,1,1280.0,641.0,82810360,1268.0,644.0,0.701961,0.0,1
53049,2561,peppapig,1570452775,5,82810348,95,1,763.0,660.0,82810443,763.0,660.0,0.682353,0.0,0
53050,2562,peppapig,1570452775,5,82810479,142,1,1256.0,641.0,82810621,1335.89,651.575,0.709804,0.0,1
53051,2563,peppapig,1570452775,5,82810681,107,0,951.0,803.0,82810788,925.702,802.0,0.396078,0.0,1
53052,2564,peppapig,1570452775,5,82810860,95,0,1322.0,697.0,82810955,1322.0,697.0,0.666667,0.0,1
53053,2565,peppapig,1570452776,5,82810955,71,1,782.0,624.0,82811026,765.0,633.0,0.682353,0.0,0
53054,2566,peppapig,1570452776,5,82811062,83,1,1229.0,631.0,82811145,1229.0,631.0,0.623529,0.0,1
53055,2567,peppapig,1570452776,5,82811157,95,1,758.0,629.0,82811252,712.0,628.0,0.286275,0.0,0
53056,2568,peppapig,1570452776,5,82811276,143,1,1247.0,584.0,82811419,1247.0,584.0,0.686275,0.0,1
53057,2569,peppapig,1570452776,5,82811395,95,1,714.0,620.0,82811490,714.0,620.0,0.701961,0.0,0
53058,2570,peppapig,1570452776,5,82811525,108,1,1254.0,523.0,82811633,1249.0,525.0,0.737255,0.0,1
53059,2571,peppapig,1570452776,5,82811621,83,1,736.0,630.0,82811704,697.775,638.24,0.65098,0.0,0
53060,2572,peppapig,1570452776,5,82811740,95,1,1364.0,422.0,82811835,1364.0,422.0,0.466667,0.0,1
53061,2573,peppapig,1570452777,5,82811918,83,1,663.0,524.0,82812001,663.0,524.0,0.796079,0.0,0
53062,2574,peppapig,1570452777,5,82812013,143,1,1347.0,426.0,82812156,1342.0,451.0,0.494118,0.0,1
53063,2575,peppapig,1570452777,5,82812156,71,1,683.0,568.0,82812227,683.0,568.0,0.796079,0.0,0
53064,2576,peppapig,1570452777,5,82812251,96,1,1352.0,457.0,82812347,1352.0,462.0,0.619608,0.0,1
53065,2577,peppapig,1570452777,5,82812335,94,1,740.0,589.0,82812429,716.0,590.0,0.713726,0.0,0
53066,2578,peppapig,1570452777,5,82812477,83,1,1326.0,573.0,82812560,1326.0,573.0,0.709804,0.0,1
53067,2579,peppapig,1570452777,5,82812572,83,1,757.0,609.0,82812655,721.0,596.0,0.419608,0.0,0
53068,2580,peppapig,1570452777,5,82812691,107,1,1288.0,526.0,82812798,1288.0,526.0,0.65098,0.0,1
53069,2581,peppapig,1570452777,5,82812810,107,1,763.0,583.0,82812917,746.0,589.0,0.65098,0.0,0
53597,2582,peppapig,1570627695,6,202530542,83,1,775.0,686.0,202530625,721.0,685.0,0.568627,0.0,0
53598,2583,peppapig,1570627695,6,202530649,83,1,1324.0,713.0,202530732,1314.0,683.0,0.447059,0.0,1
53599,2584,peppapig,1570627695,6,202530732,72,1,595.0,618.0,202530804,595.0,618.0,0.713726,0.0,0
53600,2585,peppapig,1570627695,6,202530804,95,1,1323.0,673.0,202530899,1323.0,673.0,0.65098,0.0,1
53601,2586,peppapig,1570627695,6,202530899,71,1,586.0,715.0,202530970,586.0,715.0,0.701961,0.0,0
53602,2587,peppapig,1570627695,6,202530982,83,1,1385.0,709.0,202531065,1385.0,709.0,0.709804,0.0,1
53603,2588,peppapig,1570627695,6,202531065,71,1,705.0,777.0,202531136,705.0,777.0,0.682353,0.0,0
53604,2589,peppapig,1570627695,6,202531160,59,1,1458.0,680.0,202531219,1458.0,680.0,0.74902,0.0,1
53605,2590,peppapig,1570627696,6,202531231,60,1,729.0,765.0,202531291,729.0,765.0,0.694118,0.0,0
53606,2591,peppapig,1570627696,6,202531326,48,1,1429.0,684.0,202531374,1429.0,684.0,0.709804,0.0,1
53607,2592,peppapig,1570627696,6,202531374,71,1,778.0,647.0,202531445,723.539,653.0,0.737255,0.0,0
53608,2593,peppapig,1570627696,6,202531493,60,1,1295.0,567.0,202531553,1272.0,520.0,0.619608,0.0,1
53609,2594,peppapig,1570627696,6,202531553,47,1,558.0,566.0,202531600,558.0,566.0,0.831373,0.0,0
53610,2595,peppapig,1570627696,6,202531636,59,1,1340.0,427.0,202531695,1343.0,459.0,0.396078,0.0,1
53611,2596,peppapig,1570627696,6,202531707,60,1,762.0,535.0,202531767,666.602,549.0,0.294118,0.0,0
53612,2597,peppapig,1570627696,6,202531803,71,1,1357.0,482.0,202531874,1320.0,470.0,0.894118,0.0,1
53613,2598,peppapig,1570627696,6,202531874,60,1,669.0,576.0,202531934,669.0,548.0,0.913726,0.0,0
53614,2599,peppapig,1570627696,6,202531993,48,1,1268.0,413.0,202532041,1268.0,413.0,0.666667,0.0,1
